Provice;Country;Lat;Long;Date;Confirmed
Beijing;Mainland China;40.1824;116.4142;2/26/20;400
Beijing;Mainland China;40.1824;116.4142;2/27/20;410
Beijing;Mainland China;40.1824;116.4142;2/28/20;410
Beijing;Mainland China;40.1824;116.4142;2/29/20;411
Beijing;Mainland China;40.1824;116.4142;3/1/20;413
Beijing;Mainland China;40.1824;116.4142;3/2/20;414
Beijing;Mainland China;40.1824;116.4142;3/3/20;414
Beijing;Mainland China;40.1824;116.4142;3/4/20;418
Beijing;Mainland China;40.1824;116.4142;3/5/20;418
Beijing;Mainland China;40.1824;116.4142;3/6/20;422
Beijing;Mainland China;40.1824;116.4142;3/7/20;426
Chongqing;Mainland China;30.0572;107.874;1/22/20;6
Chongqing;Mainland China;30.0572;107.874;1/23/20;9
Chongqing;Mainland China;30.0572;107.874;1/24/20;27
Chongqing;Mainland China;30.0572;107.874;1/25/20;57
Chongqing;Mainland China;30.0572;107.874;1/26/20;75
Chongqing;Mainland China;30.0572;107.874;1/27/20;110
Chongqing;Mainland China;30.0572;107.874;1/28/20;132
Chongqing;Mainland China;30.0572;107.874;1/29/20;147
Chongqing;Mainland China;30.0572;107.874;1/30/20;182
Chongqing;Mainland China;30.0572;107.874;1/31/20;211
Chongqing;Mainland China;30.0572;107.874;2/1/20;247
Chongqing;Mainland China;30.0572;107.874;2/2/20;300
Chongqing;Mainland China;30.0572;107.874;2/3/20;337
Chongqing;Mainland China;30.0572;107.874;2/4/20;366
Chongqing;Mainland China;30.0572;107.874;2/5/20;389
Chongqing;Mainland China;30.0572;107.874;2/6/20;411
Chongqing;Mainland China;30.0572;107.874;2/7/20;426
Chongqing;Mainland China;30.0572;107.874;2/8/20;428
Chongqing;Mainland China;30.0572;107.874;2/9/20;468
Chongqing;Mainland China;30.0572;107.874;2/10/20;486
Chongqing;Mainland China;30.0572;107.874;2/11/20;505
Chongqing;Mainland China;30.0572;107.874;2/12/20;518
Chongqing;Mainland China;30.0572;107.874;2/13/20;529
Chongqing;Mainland China;30.0572;107.874;2/14/20;537
Chongqing;Mainland China;30.0572;107.874;2/15/20;544
Chongqing;Mainland China;30.0572;107.874;2/16/20;551
Chongqing;Mainland China;30.0572;107.874;2/17/20;553
Chongqing;Mainland China;30.0572;107.874;2/18/20;555
Chongqing;Mainland China;30.0572;107.874;2/19/20;560
Chongqing;Mainland China;30.0572;107.874;2/20/20;567
Chongqing;Mainland China;30.0572;107.874;2/21/20;572
Chongqing;Mainland China;30.0572;107.874;2/22/20;573
Chongqing;Mainland China;30.0572;107.874;2/23/20;575
Chongqing;Mainland China;30.0572;107.874;2/24/20;576
Chongqing;Mainland China;30.0572;107.874;2/25/20;576
Chongqing;Mainland China;30.0572;107.874;2/26/20;576
Chongqing;Mainland China;30.0572;107.874;2/27/20;576
Chongqing;Mainland China;30.0572;107.874;2/28/20;576
Chongqing;Mainland China;30.0572;107.874;2/29/20;576
Chongqing;Mainland China;30.0572;107.874;3/1/20;576
Chongqing;Mainland China;30.0572;107.874;3/2/20;576
Chongqing;Mainland China;30.0572;107.874;3/3/20;576
Chongqing;Mainland China;30.0572;107.874;3/4/20;576
Chongqing;Mainland China;30.0572;107.874;3/5/20;576
Chongqing;Mainland China;30.0572;107.874;3/6/20;576
Chongqing;Mainland China;30.0572;107.874;3/7/20;576
Fujian;Mainland China;26.0789;117.9874;1/22/20;1
Fujian;Mainland China;26.0789;117.9874;1/23/20;5
Fujian;Mainland China;26.0789;117.9874;1/24/20;10
Fujian;Mainland China;26.0789;117.9874;1/25/20;18
Fujian;Mainland China;26.0789;117.9874;1/26/20;35
Fujian;Mainland China;26.0789;117.9874;1/27/20;59
Fujian;Mainland China;26.0789;117.9874;1/28/20;80
Fujian;Mainland China;26.0789;117.9874;1/29/20;84
Fujian;Mainland China;26.0789;117.9874;1/30/20;101
Fujian;Mainland China;26.0789;117.9874;1/31/20;120
Fujian;Mainland China;26.0789;117.9874;2/1/20;144
Fujian;Mainland China;26.0789;117.9874;2/2/20;159
Fujian;Mainland China;26.0789;117.9874;2/3/20;179
Fujian;Mainland China;26.0789;117.9874;2/4/20;194
Fujian;Mainland China;26.0789;117.9874;2/5/20;205
Fujian;Mainland China;26.0789;117.9874;2/6/20;215
Fujian;Mainland China;26.0789;117.9874;2/7/20;224
Fujian;Mainland China;26.0789;117.9874;2/8/20;239
Fujian;Mainland China;26.0789;117.9874;2/9/20;250
Fujian;Mainland China;26.0789;117.9874;2/10/20;261
Fujian;Mainland China;26.0789;117.9874;2/11/20;267
Fujian;Mainland China;26.0789;117.9874;2/12/20;272
Fujian;Mainland China;26.0789;117.9874;2/13/20;279
Fujian;Mainland China;26.0789;117.9874;2/14/20;281
Fujian;Mainland China;26.0789;117.9874;2/15/20;285
Fujian;Mainland China;26.0789;117.9874;2/16/20;287
Fujian;Mainland China;26.0789;117.9874;2/17/20;290
Fujian;Mainland China;26.0789;117.9874;2/18/20;292
Fujian;Mainland China;26.0789;117.9874;2/19/20;293
Fujian;Mainland China;26.0789;117.9874;2/20/20;293
Fujian;Mainland China;26.0789;117.9874;2/21/20;293
Fujian;Mainland China;26.0789;117.9874;2/22/20;293
Fujian;Mainland China;26.0789;117.9874;2/23/20;293
Fujian;Mainland China;26.0789;117.9874;2/24/20;293
Fujian;Mainland China;26.0789;117.9874;2/25/20;294
Fujian;Mainland China;26.0789;117.9874;2/26/20;294
Fujian;Mainland China;26.0789;117.9874;2/27/20;296
Fujian;Mainland China;26.0789;117.9874;2/28/20;296
Fujian;Mainland China;26.0789;117.9874;2/29/20;296
Fujian;Mainland China;26.0789;117.9874;3/1/20;296
Fujian;Mainland China;26.0789;117.9874;3/2/20;296
Fujian;Mainland China;26.0789;117.9874;3/3/20;296
Fujian;Mainland China;26.0789;117.9874;3/4/20;296
Fujian;Mainland China;26.0789;117.9874;3/5/20;296
Fujian;Mainland China;26.0789;117.9874;3/6/20;296
Fujian;Mainland China;26.0789;117.9874;3/7/20;296
Gansu;Mainland China;36.0611;103.8343;1/22/20;0
Gansu;Mainland China;36.0611;103.8343;1/23/20;2
Gansu;Mainland China;36.0611;103.8343;1/24/20;2
Gansu;Mainland China;36.0611;103.8343;1/25/20;4
Gansu;Mainland China;36.0611;103.8343;1/26/20;7
Gansu;Mainland China;36.0611;103.8343;1/27/20;14
Gansu;Mainland China;36.0611;103.8343;1/28/20;19
Gansu;Mainland China;36.0611;103.8343;1/29/20;24
Gansu;Mainland China;36.0611;103.8343;1/30/20;26
Gansu;Mainland China;36.0611;103.8343;1/31/20;29
Gansu;Mainland China;36.0611;103.8343;2/1/20;40
Gansu;Mainland China;36.0611;103.8343;2/2/20;51
Gansu;Mainland China;36.0611;103.8343;2/3/20;55
Gansu;Mainland China;36.0611;103.8343;2/4/20;57
Gansu;Mainland China;36.0611;103.8343;2/5/20;62
Gansu;Mainland China;36.0611;103.8343;2/6/20;62
Gansu;Mainland China;36.0611;103.8343;2/7/20;67
Gansu;Mainland China;36.0611;103.8343;2/8/20;79
Gansu;Mainland China;36.0611;103.8343;2/9/20;83
Gansu;Mainland China;36.0611;103.8343;2/10/20;83
Gansu;Mainland China;36.0611;103.8343;2/11/20;86
Gansu;Mainland China;36.0611;103.8343;2/12/20;87
Gansu;Mainland China;36.0611;103.8343;2/13/20;90
Gansu;Mainland China;36.0611;103.8343;2/14/20;90
Gansu;Mainland China;36.0611;103.8343;2/15/20;90
Gansu;Mainland China;36.0611;103.8343;2/16/20;90
Gansu;Mainland China;36.0611;103.8343;2/17/20;91
Gansu;Mainland China;36.0611;103.8343;2/18/20;91
Gansu;Mainland China;36.0611;103.8343;2/19/20;91
Gansu;Mainland China;36.0611;103.8343;2/20/20;91
Gansu;Mainland China;36.0611;103.8343;2/21/20;91
Gansu;Mainland China;36.0611;103.8343;2/22/20;91
Gansu;Mainland China;36.0611;103.8343;2/23/20;91
Gansu;Mainland China;36.0611;103.8343;2/24/20;91
Gansu;Mainland China;36.0611;103.8343;2/25/20;91
Gansu;Mainland China;36.0611;103.8343;2/26/20;91
Gansu;Mainland China;36.0611;103.8343;2/27/20;91
Gansu;Mainland China;36.0611;103.8343;2/28/20;91
Gansu;Mainland China;36.0611;103.8343;2/29/20;91
Gansu;Mainland China;36.0611;103.8343;3/1/20;91
Gansu;Mainland China;36.0611;103.8343;3/2/20;91
Gansu;Mainland China;36.0611;103.8343;3/3/20;91
Gansu;Mainland China;36.0611;103.8343;3/4/20;91
Gansu;Mainland China;36.0611;103.8343;3/5/20;102
Gansu;Mainland China;36.0611;103.8343;3/6/20;119
Gansu;Mainland China;36.0611;103.8343;3/7/20;120
Guangdong;Mainland China;23.3417;113.4244;1/22/20;26
Guangdong;Mainland China;23.3417;113.4244;1/23/20;32
Guangdong;Mainland China;23.3417;113.4244;1/24/20;53
Guangdong;Mainland China;23.3417;113.4244;1/25/20;78
Guangdong;Mainland China;23.3417;113.4244;1/26/20;111
Guangdong;Mainland China;23.3417;113.4244;1/27/20;151
Guangdong;Mainland China;23.3417;113.4244;1/28/20;207
Guangdong;Mainland China;23.3417;113.4244;1/29/20;277
Guangdong;Mainland China;23.3417;113.4244;1/30/20;354
Guangdong;Mainland China;23.3417;113.4244;1/31/20;436
Guangdong;Mainland China;23.3417;113.4244;2/1/20;535
Guangdong;Mainland China;23.3417;113.4244;2/2/20;632
Guangdong;Mainland China;23.3417;113.4244;2/3/20;725
Guangdong;Mainland China;23.3417;113.4244;2/4/20;813
Guangdong;Mainland China;23.3417;113.4244;2/5/20;895
Guangdong;Mainland China;23.3417;113.4244;2/6/20;970
Guangdong;Mainland China;23.3417;113.4244;2/7/20;1034
Guangdong;Mainland China;23.3417;113.4244;2/8/20;1095
Guangdong;Mainland China;23.3417;113.4244;2/9/20;1131
Guangdong;Mainland China;23.3417;113.4244;2/10/20;1159
Guangdong;Mainland China;23.3417;113.4244;2/11/20;1177
Guangdong;Mainland China;23.3417;113.4244;2/12/20;1219
Guangdong;Mainland China;23.3417;113.4244;2/13/20;1241
Guangdong;Mainland China;23.3417;113.4244;2/14/20;1261
Guangdong;Mainland China;23.3417;113.4244;2/15/20;1294
Guangdong;Mainland China;23.3417;113.4244;2/16/20;1316
Guangdong;Mainland China;23.3417;113.4244;2/17/20;1322
Guangdong;Mainland China;23.3417;113.4244;2/18/20;1328
Guangdong;Mainland China;23.3417;113.4244;2/19/20;1331
Guangdong;Mainland China;23.3417;113.4244;2/20/20;1332
Guangdong;Mainland China;23.3417;113.4244;2/21/20;1333
Guangdong;Mainland China;23.3417;113.4244;2/22/20;1339
Guangdong;Mainland China;23.3417;113.4244;2/23/20;1342
Guangdong;Mainland China;23.3417;113.4244;2/24/20;1345
Guangdong;Mainland China;23.3417;113.4244;2/25/20;1347
Guangdong;Mainland China;23.3417;113.4244;2/26/20;1347
Guangdong;Mainland China;23.3417;113.4244;2/27/20;1347
Guangdong;Mainland China;23.3417;113.4244;2/28/20;1348
Guangdong;Mainland China;23.3417;113.4244;2/29/20;1349
Guangdong;Mainland China;23.3417;113.4244;3/1/20;1349
Guangdong;Mainland China;23.3417;113.4244;3/2/20;1350
Guangdong;Mainland China;23.3417;113.4244;3/3/20;1350
Guangdong;Mainland China;23.3417;113.4244;3/4/20;1350
Guangdong;Mainland China;23.3417;113.4244;3/5/20;1351
Guangdong;Mainland China;23.3417;113.4244;3/6/20;1352
Guangdong;Mainland China;23.3417;113.4244;3/7/20;1352
Guangxi;Mainland China;23.8298;108.7881;1/22/20;2
Guangxi;Mainland China;23.8298;108.7881;1/23/20;5
Guangxi;Mainland China;23.8298;108.7881;1/24/20;23
Guangxi;Mainland China;23.8298;108.7881;1/25/20;23
Guangxi;Mainland China;23.8298;108.7881;1/26/20;36
Guangxi;Mainland China;23.8298;108.7881;1/27/20;46
Guangxi;Mainland China;23.8298;108.7881;1/28/20;51
Guangxi;Mainland China;23.8298;108.7881;1/29/20;58
Guangxi;Mainland China;23.8298;108.7881;1/30/20;78
Guangxi;Mainland China;23.8298;108.7881;1/31/20;87
Guangxi;Mainland China;23.8298;108.7881;2/1/20;100
Guangxi;Mainland China;23.8298;108.7881;2/2/20;111
Guangxi;Mainland China;23.8298;108.7881;2/3/20;127
Guangxi;Mainland China;23.8298;108.7881;2/4/20;139
Guangxi;Mainland China;23.8298;108.7881;2/5/20;150
Guangxi;Mainland China;23.8298;108.7881;2/6/20;168
Guangxi;Mainland China;23.8298;108.7881;2/7/20;172
Guangxi;Mainland China;23.8298;108.7881;2/8/20;183
Guangxi;Mainland China;23.8298;108.7881;2/9/20;195
Guangxi;Mainland China;23.8298;108.7881;2/10/20;210
Guangxi;Mainland China;23.8298;108.7881;2/11/20;215
Guangxi;Mainland China;23.8298;108.7881;2/12/20;222
Guangxi;Mainland China;23.8298;108.7881;2/13/20;222
Guangxi;Mainland China;23.8298;108.7881;2/14/20;226
Guangxi;Mainland China;23.8298;108.7881;2/15/20;235
Guangxi;Mainland China;23.8298;108.7881;2/16/20;237
Guangxi;Mainland China;23.8298;108.7881;2/17/20;238
Guangxi;Mainland China;23.8298;108.7881;2/18/20;242
Guangxi;Mainland China;23.8298;108.7881;2/19/20;244
Guangxi;Mainland China;23.8298;108.7881;2/20/20;245
Guangxi;Mainland China;23.8298;108.7881;2/21/20;246
Guangxi;Mainland China;23.8298;108.7881;2/22/20;249
Guangxi;Mainland China;23.8298;108.7881;2/23/20;249
Guangxi;Mainland China;23.8298;108.7881;2/24/20;251
Guangxi;Mainland China;23.8298;108.7881;2/25/20;252
Guangxi;Mainland China;23.8298;108.7881;2/26/20;252
Guangxi;Mainland China;23.8298;108.7881;2/27/20;252
Guangxi;Mainland China;23.8298;108.7881;2/28/20;252
Guangxi;Mainland China;23.8298;108.7881;2/29/20;252
Guangxi;Mainland China;23.8298;108.7881;3/1/20;252
Guangxi;Mainland China;23.8298;108.7881;3/2/20;252
Guangxi;Mainland China;23.8298;108.7881;3/3/20;252
Guangxi;Mainland China;23.8298;108.7881;3/4/20;252
Guangxi;Mainland China;23.8298;108.7881;3/5/20;252
Guangxi;Mainland China;23.8298;108.7881;3/6/20;252
Guangxi;Mainland China;23.8298;108.7881;3/7/20;252
Guizhou;Mainland China;26.8154;106.8748;1/22/20;1
Guizhou;Mainland China;26.8154;106.8748;1/23/20;3
Guizhou;Mainland China;26.8154;106.8748;1/24/20;3
Guizhou;Mainland China;26.8154;106.8748;1/25/20;4
Guizhou;Mainland China;26.8154;106.8748;1/26/20;5
Guizhou;Mainland China;26.8154;106.8748;1/27/20;7
Guizhou;Mainland China;26.8154;106.8748;1/28/20;9
Guizhou;Mainland China;26.8154;106.8748;1/29/20;9
Guizhou;Mainland China;26.8154;106.8748;1/30/20;12
Guizhou;Mainland China;26.8154;106.8748;1/31/20;29
Guizhou;Mainland China;26.8154;106.8748;2/1/20;29
Guizhou;Mainland China;26.8154;106.8748;2/2/20;38
Guizhou;Mainland China;26.8154;106.8748;2/3/20;46
Guizhou;Mainland China;26.8154;106.8748;2/4/20;58
Guizhou;Mainland China;26.8154;106.8748;2/5/20;64
Guizhou;Mainland China;26.8154;106.8748;2/6/20;71
Guizhou;Mainland China;26.8154;106.8748;2/7/20;81
Guizhou;Mainland China;26.8154;106.8748;2/8/20;89
Guizhou;Mainland China;26.8154;106.8748;2/9/20;99
Guizhou;Mainland China;26.8154;106.8748;2/10/20;109
Guizhou;Mainland China;26.8154;106.8748;2/11/20;127
Guizhou;Mainland China;26.8154;106.8748;2/12/20;133
Guizhou;Mainland China;26.8154;106.8748;2/13/20;135
Guizhou;Mainland China;26.8154;106.8748;2/14/20;140
Guizhou;Mainland China;26.8154;106.8748;2/15/20;143
Guizhou;Mainland China;26.8154;106.8748;2/16/20;144
Guizhou;Mainland China;26.8154;106.8748;2/17/20;146
Guizhou;Mainland China;26.8154;106.8748;2/18/20;146
Guizhou;Mainland China;26.8154;106.8748;2/19/20;146
Guizhou;Mainland China;26.8154;106.8748;2/20/20;146
Guizhou;Mainland China;26.8154;106.8748;2/21/20;146
Guizhou;Mainland China;26.8154;106.8748;2/22/20;146
Guizhou;Mainland China;26.8154;106.8748;2/23/20;146
Guizhou;Mainland China;26.8154;106.8748;2/24/20;146
Guizhou;Mainland China;26.8154;106.8748;2/25/20;146
Guizhou;Mainland China;26.8154;106.8748;2/26/20;146
Guizhou;Mainland China;26.8154;106.8748;2/27/20;146
Guizhou;Mainland China;26.8154;106.8748;2/28/20;146
Guizhou;Mainland China;26.8154;106.8748;2/29/20;146
Guizhou;Mainland China;26.8154;106.8748;3/1/20;146
Guizhou;Mainland China;26.8154;106.8748;3/2/20;146
Guizhou;Mainland China;26.8154;106.8748;3/3/20;146
Guizhou;Mainland China;26.8154;106.8748;3/4/20;146
Guizhou;Mainland China;26.8154;106.8748;3/5/20;146
Guizhou;Mainland China;26.8154;106.8748;3/6/20;146
Guizhou;Mainland China;26.8154;106.8748;3/7/20;146
Hainan;Mainland China;19.1959;109.7453;1/22/20;4
Hainan;Mainland China;19.1959;109.7453;1/23/20;5
Hainan;Mainland China;19.1959;109.7453;1/24/20;8
Hainan;Mainland China;19.1959;109.7453;1/25/20;19
Hainan;Mainland China;19.1959;109.7453;1/26/20;22
Hainan;Mainland China;19.1959;109.7453;1/27/20;33
Hainan;Mainland China;19.1959;109.7453;1/28/20;40
Hainan;Mainland China;19.1959;109.7453;1/29/20;43
Hainan;Mainland China;19.1959;109.7453;1/30/20;46
Hainan;Mainland China;19.1959;109.7453;1/31/20;52
Hainan;Mainland China;19.1959;109.7453;2/1/20;62
Hainan;Mainland China;19.1959;109.7453;2/2/20;64
Hainan;Mainland China;19.1959;109.7453;2/3/20;72
Hainan;Mainland China;19.1959;109.7453;2/4/20;80
Hainan;Mainland China;19.1959;109.7453;2/5/20;99
Hainan;Mainland China;19.1959;109.7453;2/6/20;106
Hainan;Mainland China;19.1959;109.7453;2/7/20;117
Hainan;Mainland China;19.1959;109.7453;2/8/20;124
Hainan;Mainland China;19.1959;109.7453;2/9/20;131
Hainan;Mainland China;19.1959;109.7453;2/10/20;138
Hainan;Mainland China;19.1959;109.7453;2/11/20;144
Hainan;Mainland China;19.1959;109.7453;2/12/20;157
Hainan;Mainland China;19.1959;109.7453;2/13/20;157
Hainan;Mainland China;19.1959;109.7453;2/14/20;159
Hainan;Mainland China;19.1959;109.7453;2/15/20;162
Hainan;Mainland China;19.1959;109.7453;2/16/20;162
Hainan;Mainland China;19.1959;109.7453;2/17/20;163
Hainan;Mainland China;19.1959;109.7453;2/18/20;163
Hainan;Mainland China;19.1959;109.7453;2/19/20;168
Hainan;Mainland China;19.1959;109.7453;2/20/20;168
Hainan;Mainland China;19.1959;109.7453;2/21/20;168
Hainan;Mainland China;19.1959;109.7453;2/22/20;168
Hainan;Mainland China;19.1959;109.7453;2/23/20;168
Hainan;Mainland China;19.1959;109.7453;2/24/20;168
Hainan;Mainland China;19.1959;109.7453;2/25/20;168
Hainan;Mainland China;19.1959;109.7453;2/26/20;168
Hainan;Mainland China;19.1959;109.7453;2/27/20;168
Hainan;Mainland China;19.1959;109.7453;2/28/20;168
Hainan;Mainland China;19.1959;109.7453;2/29/20;168
Hainan;Mainland China;19.1959;109.7453;3/1/20;168
Hainan;Mainland China;19.1959;109.7453;3/2/20;168
Hainan;Mainland China;19.1959;109.7453;3/3/20;168
Hainan;Mainland China;19.1959;109.7453;3/4/20;168
Hainan;Mainland China;19.1959;109.7453;3/5/20;168
Hainan;Mainland China;19.1959;109.7453;3/6/20;168
Hainan;Mainland China;19.1959;109.7453;3/7/20;168
Hebei;Mainland China;38.0428;114.5149;1/22/20;1
Hebei;Mainland China;38.0428;114.5149;1/23/20;1
Hebei;Mainland China;38.0428;114.5149;1/24/20;2
Hebei;Mainland China;38.0428;114.5149;1/25/20;8
Hebei;Mainland China;38.0428;114.5149;1/26/20;13
Hebei;Mainland China;38.0428;114.5149;1/27/20;18
Hebei;Mainland China;38.0428;114.5149;1/28/20;33
Hebei;Mainland China;38.0428;114.5149;1/29/20;48
Hebei;Mainland China;38.0428;114.5149;1/30/20;65
Hebei;Mainland China;38.0428;114.5149;1/31/20;82
Hebei;Mainland China;38.0428;114.5149;2/1/20;96
Hebei;Mainland China;38.0428;114.5149;2/2/20;104
Hebei;Mainland China;38.0428;114.5149;2/3/20;113
Hebei;Mainland China;38.0428;114.5149;2/4/20;126
Hebei;Mainland China;38.0428;114.5149;2/5/20;135
Hebei;Mainland China;38.0428;114.5149;2/6/20;157
Hebei;Mainland China;38.0428;114.5149;2/7/20;172
Hebei;Mainland China;38.0428;114.5149;2/8/20;195
Hebei;Mainland China;38.0428;114.5149;2/9/20;206
Hebei;Mainland China;38.0428;114.5149;2/10/20;218
Hebei;Mainland China;38.0428;114.5149;2/11/20;239
Hebei;Mainland China;38.0428;114.5149;2/12/20;251
Hebei;Mainland China;38.0428;114.5149;2/13/20;265
Hebei;Mainland China;38.0428;114.5149;2/14/20;283
Hebei;Mainland China;38.0428;114.5149;2/15/20;291
Hebei;Mainland China;38.0428;114.5149;2/16/20;300
Hebei;Mainland China;38.0428;114.5149;2/17/20;301
Hebei;Mainland China;38.0428;114.5149;2/18/20;306
Hebei;Mainland China;38.0428;114.5149;2/19/20;306
Hebei;Mainland China;38.0428;114.5149;2/20/20;307
Hebei;Mainland China;38.0428;114.5149;2/21/20;308
Hebei;Mainland China;38.0428;114.5149;2/22/20;309
Hebei;Mainland China;38.0428;114.5149;2/23/20;311
Hebei;Mainland China;38.0428;114.5149;2/24/20;311
Hebei;Mainland China;38.0428;114.5149;2/25/20;311
Hebei;Mainland China;38.0428;114.5149;2/26/20;312
Hebei;Mainland China;38.0428;114.5149;2/27/20;317
Hebei;Mainland China;38.0428;114.5149;2/28/20;318
Hebei;Mainland China;38.0428;114.5149;2/29/20;318
Hebei;Mainland China;38.0428;114.5149;3/1/20;318
Hebei;Mainland China;38.0428;114.5149;3/2/20;318
Hebei;Mainland China;38.0428;114.5149;3/3/20;318
Hebei;Mainland China;38.0428;114.5149;3/4/20;318
Hebei;Mainland China;38.0428;114.5149;3/5/20;318
Hebei;Mainland China;38.0428;114.5149;3/6/20;318
Hebei;Mainland China;38.0428;114.5149;3/7/20;318
Heilongjiang;Mainland China;47.862;127.7615;1/22/20;0
Heilongjiang;Mainland China;47.862;127.7615;1/23/20;2
Heilongjiang;Mainland China;47.862;127.7615;1/24/20;4
Heilongjiang;Mainland China;47.862;127.7615;1/25/20;9
Heilongjiang;Mainland China;47.862;127.7615;1/26/20;15
Heilongjiang;Mainland China;47.862;127.7615;1/27/20;21
Heilongjiang;Mainland China;47.862;127.7615;1/28/20;33
Heilongjiang;Mainland China;47.862;127.7615;1/29/20;38
Heilongjiang;Mainland China;47.862;127.7615;1/30/20;44
Heilongjiang;Mainland China;47.862;127.7615;1/31/20;59
Heilongjiang;Mainland China;47.862;127.7615;2/1/20;80
Heilongjiang;Mainland China;47.862;127.7615;2/2/20;95
Heilongjiang;Mainland China;47.862;127.7615;2/3/20;121
Heilongjiang;Mainland China;47.862;127.7615;2/4/20;155
